wasm@Ubuntu-WASM:/media/sf_vm_shared$ wasmer run wasix-based-evm.wasi.wasm --enable-threads --net --volume ./startup:./startup -- --data-dir ./startup --ext-ip 192.168.1.152 --verbose 1 --genesis-path ./startup/genesis.json --peer-name node1
Apr 20 14:57:10.219 INFO  [App] P2P Identity generated. PeerId: 0281af2cb33b6a3e0c0ab4e95ee496a4966e0559cbf7d6f056ce7ee874d8ab283c
Apr 20 14:58:07.029 INFO  [RPC] engine_getPayloadV2 result: hash=0xa79b06209c2ef7df98958322ca8921af86b3d268a4bd2ae098fe6da9b49e7fd7
Apr 20 14:58:07.031 INFO  [RPC] eth_syncing
Apr 20 14:58:07.031 INFO  [RPC] eth_syncing result: None
Apr 20 14:58:07.033 INFO  [RPC] engine_getPayloadV2: payload_id=PayloadId(0x34848692c3ab5779)
Apr 20 14:58:07.033 INFO  [RPC] engine_getPayloadV2 result: hash=0xa79b06209c2ef7df98958322ca8921af86b3d268a4bd2ae098fe6da9b49e7fd7
Apr 20 14:58:07.034 INFO  [RPC] eth_syncing
Apr 20 14:58:07.034 INFO  [RPC] eth_syncing result: None
Apr 20 14:58:07.036 INFO  [RPC] engine_getPayloadV2: payload_id=PayloadId(0x34848692c3ab5779)
Apr 20 14:58:07.036 INFO  [RPC] engine_getPayloadV2 result: hash=0xa79b06209c2ef7df98958322ca8921af86b3d268a4bd2ae098fe6da9b49e7fd7
Apr 20 14:58:07.037 INFO  [RPC] eth_syncing
Apr 20 14:58:07.038 INFO  [RPC] eth_syncing result: None
Apr 20 14:58:07.039 INFO  [RPC] engine_getPayloadV2: payload_id=PayloadId(0x34848692c3ab5779)
Apr 20 14:58:07.040 INFO  [RPC] engine_getPayloadV2 result: hash=0xa79b06209c2ef7df98958322ca8921af86b3d268a4bd2ae098fe6da9b49e7fd7
Apr 20 14:58:07.041 INFO  [RPC] eth_syncing
Apr 20 14:58:07.041 INFO  [RPC] eth_syncing result: None
Apr 20 14:58:13.014 INFO  [RPC] eth_getBlockByNumber: num=latest, full=false
Apr 20 14:58:13.016 INFO  [RPC] eth_getBlockByNumber result: found
Apr 20 14:58:14.163 INFO  [RPC] eth_syncing
Apr 20 14:58:14.165 INFO  [RPC] eth_syncing result: None
Apr 20 14:58:15.002 INFO  [RPC] eth_getBlockByNumber: num=latest, full=false
Apr 20 14:58:15.003 INFO  [RPC] eth_getBlockByNumber result: found
Apr 20 14:58:15.006 INFO  [RPC] engine_forkchoiceUpdatedV2: head=0x1c8ab1ec4ffbdb3d6021d9d4eb4e521f9c8f71621a56b440723af74ec94011c1, attributes=Some(PayloadAttributes { timestamp: 1776697099, prev_randao: 0x1c8ab1ec4ffbdb3d6021d9d4eb4e521f9c8f71621a56b440723af74ec94011c1, suggested_fee_recipient: 0x0000000000000000000000000000000000000000, withdrawals: Some([]), parent_beacon_block_root: None })
Apr 20 14:58:15.006 INFO  [EngineService] forkchoiceUpdated: head=0x1c8ab1ec4ffbdb3d6021d9d4eb4e521f9c8f71621a56b440723af74ec94011c1, payload_attributes=Some(PayloadAttributes { timestamp: 1776697099, prev_randao: 0x1c8ab1ec4ffbdb3d6021d9d4eb4e521f9c8f71621a56b440723af74ec94011c1, suggested_fee_recipient: 0x0000000000000000000000000000000000000000, withdrawals: Some([]), parent_beacon_block_root: None })
Apr 20 14:58:15.006 INFO  [Storage] Updating forkchoice: head=0x1c8ab1ec4ffbdb3d6021d9d4eb4e521f9c8f71621a56b440723af74ec94011c1, safe=Some(0x0000000000000000000000000000000000000000000000000000000000000000), finalized=Some(0x0000000000000000000000000000000000000000000000000000000000000000)
Apr 20 14:58:15.007 INFO  [EngineService] Head block found in storage: #0 hash=0x1c8ab1ec4ffbdb3d6021d9d4eb4e521f9c8f71621a56b440723af74ec94011c1
Apr 20 14:58:15.007 INFO  [Executor] Executing 0 transactions for block 1
Apr 20 14:58:15.008 INFO  [EngineService] Created payload_id=PayloadId(0x742d87e2a8ff0131) for block_number=1
Apr 20 14:58:15.009 INFO  [RPC] engine_forkchoiceUpdatedV2 result status=Valid, payload_id=Some(PayloadId(0x742d87e2a8ff0131))
Apr 20 14:58:17.968 INFO  [RPC] eth_blockNumber
Apr 20 14:58:17.968 INFO  [RPC] eth_blockNumber result: 0
Apr 20 14:58:17.969 INFO  [RPC] eth_getBlockByNumber: num=0x0, full=false
Apr 20 14:58:17.969 INFO  [RPC] eth_getBlockByNumber result: found
Apr 20 14:58:18.507 INFO  [RPC] eth_getBlockByNumber: num=latest, full=false
Apr 20 14:58:18.509 INFO  [RPC] eth_getBlockByNumber result: found
Apr 20 14:58:18.509 INFO  [RPC] engine_forkchoiceUpdatedV2: head=0x1c8ab1ec4ffbdb3d6021d9d4eb4e521f9c8f71621a56b440723af74ec94011c1, attributes=Some(PayloadAttributes { timestamp: 1776697099, prev_randao: 0x1c8ab1ec4ffbdb3d6021d9d4eb4e521f9c8f71621a56b440723af74ec94011c1, suggested_fee_recipient: 0x0000000000000000000000000000000000000000, withdrawals: Some([]), parent_beacon_block_root: None })
Apr 20 14:58:18.510 INFO  [EngineService] forkchoiceUpdated: head=0x1c8ab1ec4ffbdb3d6021d9d4eb4e521f9c8f71621a56b440723af74ec94011c1, payload_attributes=Some(PayloadAttributes { timestamp: 1776697099, prev_randao: 0x1c8ab1ec4ffbdb3d6021d9d4eb4e521f9c8f71621a56b440723af74ec94011c1, suggested_fee_recipient: 0x0000000000000000000000000000000000000000, withdrawals: Some([]), parent_beacon_block_root: None })
Apr 20 14:58:18.510 INFO  [Storage] Updating forkchoice: head=0x1c8ab1ec4ffbdb3d6021d9d4eb4e521f9c8f71621a56b440723af74ec94011c1, safe=Some(0x0000000000000000000000000000000000000000000000000000000000000000), finalized=Some(0x0000000000000000000000000000000000000000000000000000000000000000)
Apr 20 14:58:18.512 INFO  [EngineService] Head block found in storage: #0 hash=0x1c8ab1ec4ffbdb3d6021d9d4eb4e521f9c8f71621a56b440723af74ec94011c1
Apr 20 14:58:18.514 INFO  [Executor] Executing 0 transactions for block 1
Apr 20 14:58:18.516 INFO  [EngineService] Created payload_id=PayloadId(0x742d87e2a8ff0131) for block_number=1
Apr 20 14:58:18.519 INFO  [RPC] engine_forkchoiceUpdatedV2 result status=Valid, payload_id=Some(PayloadId(0x742d87e2a8ff0131))
Apr 20 14:58:19.061 INFO  [RPC] engine_getPayloadV2: payload_id=PayloadId(0x742d87e2a8ff0131)
Apr 20 14:58:19.066 INFO  [RPC] engine_getPayloadV2 result: hash=0x42020171b74d0a7a5e98781c7189c6b2f7f6afc7e59fb593f390c752eb67396f
Apr 20 14:58:19.069 INFO  [RPC] eth_syncing
Apr 20 14:58:19.070 INFO  [RPC] eth_syncing result: None
Apr 20 14:58:19.070 INFO  [RPC] engine_getPayloadV2: payload_id=PayloadId(0x742d87e2a8ff0131)
Apr 20 14:58:19.071 INFO  [RPC] engine_getPayloadV2 result: hash=0x42020171b74d0a7a5e98781c7189c6b2f7f6afc7e59fb593f390c752eb67396f
Apr 20 14:58:19.072 INFO  [RPC] eth_syncing
Apr 20 14:58:19.072 INFO  [RPC] eth_syncing result: None
Apr 20 14:58:19.073 INFO  [RPC] engine_getPayloadV2: payload_id=PayloadId(0x742d87e2a8ff0131)
Apr 20 14:58:19.073 INFO  [RPC] engine_getPayloadV2 result: hash=0x42020171b74d0a7a5e98781c7189c6b2f7f6afc7e59fb593f390c752eb67396f
Apr 20 14:58:19.074 INFO  [RPC] eth_syncing
Apr 20 14:58:19.079 INFO  [RPC] eth_syncing result: None
Apr 20 14:58:19.081 INFO  [RPC] engine_getPayloadV2: payload_id=PayloadId(0x742d87e2a8ff0131)
Apr 20 14:58:19.081 INFO  [RPC] engine_getPayloadV2 result: hash=0x42020171b74d0a7a5e98781c7189c6b2f7f6afc7e59fb593f390c752eb67396f
Apr 20 14:58:19.083 INFO  [RPC] eth_syncing
Apr 20 14:58:19.085 INFO  [RPC] eth_syncing result: None
wasm@Ubuntu-WASM:/media/sf_vm_shared$ 
